Country_Name,Country_Code,Quarter,Goods Balance,Services Balance,Primary Income,Secondary Income,Current Account,Capital Account,Direct Investment,Portfolio Investment,Financial Derivatives,Other Investment,Financial Account,Net Errors & Omissions,Net lending/borrowing,Reserve Assets
Bolivia,BOL,2016Q2,-205.086984017813,-393.697074013459,-143.569096159623,293.554763920154,-448.798390270741,1.35619666,-209.970546270962,145.638697217138,0.0,176.323526058956,-849.825146262655,-402.38295265212,-447.44219361074096,-961.8244538849424
Bolivia,BOL,2016Q3,-57.3432616506796,-383.855248033716,-129.783088447152,299.420302075997,-271.561296055551,1.35619666,-78.7029292025391,65.6412029169228,0.0,-47.2619931323627,-644.358492736034,-374.153393340483,-270.205099395551,-584.0343311525601
Bolivia,BOL,2016Q4,-370.34199770015,-436.851106422835,-165.686445351015,324.632258901374,-648.247290572625,27.062403575,-3.27783146440757,414.683811769234,0.0,161.502033742795,-32.7556102423788,588.429276755246,-621.1848869976251,-605.6630008369955
Bolivia,BOL,2017Q1,-433.077993966506,-344.440309647322,-215.556424619015,284.25356417314,-708.821164059702,1.02707974027504,-130.391553459051,-595.072934222751,0.0,104.262074673121,-604.595875430628,103.198208888799,-707.794084319427,16.47599860526361
Bolivia,BOL,2017Q2,-5.92381524617508,-398.113125515607,-247.842513663585,322.035127502928,-329.84432692244,0.949618753394574,-108.623112112061,-337.15455962602,0.0,-116.26590855896,-601.165200787039,-272.270492617993,-328.89470816904543,-39.10390826549949
Bolivia,BOL,2017Q3,10.8847011554178,-422.115166737666,-328.372709306142,347.260621328357,-392.342553560033,0.930257638234225,-155.91990609088,127.499512273246,0.0,-243.223109185884,-572.135503003518,-180.72320708172,-391.4122959217988,-300.452811550013
Bolivia,BOL,2017Q4,-118.914452988926,-461.519955026179,-317.874729196864,431.075397442665,-467.233739769303,0.34505412948787,-237.846453358892,-272.315865461055,0.0,-422.679775622575,-842.282094442521,-375.393408802706,-466.8886856398151,90.5986516108862
Bolivia,BOL,2018Q1,-32.4386450100501,-299.557087875396,-236.758028849708,314.483649668194,-254.27011206696,1.50092440524044,92.4232921842188,-35.9683827915511,0.0,31.4539184876593,-463.53976498706,-210.77057732534,-252.76918766171954,-551.3964226241329
Bolivia,BOL,2018Q2,173.82911287974,-430.919804622346,-255.060447707323,302.309799371386,-209.841340078543,2.24408583235414,-208.850991528013,-362.344829064834,0.0,-230.683963950409,-868.770784543258,-661.173530297069,-207.59725424618887,-66.83902394994008
Bolivia,BOL,2018Q3,98.3658276687166,-379.588992653807,-211.792160382552,292.375949360066,-200.639376007577,2.24408583235414,-42.5881875854523,68.6825843187126,0.0,240.148694953139,-432.21989878608,-233.824608610857,-198.39529017522287,-698.3986590983676
Bolivia,BOL,2018Q4,-601.50059830465,-520.600699152947,-272.044444530747,333.91838919167,-1060.22735279667,0.762115180750642,-227.818198291169,-470.537867110368,0.0,-379.610154714286,-990.705204655824,68.7600329601002,-1059.4652376159192,87.32728574153855
Bolivia,BOL,2019Q1,-266.87427866361,-357.947682289462,-205.036392592637,280.106439604843,-549.751913940866,0.0290108984401974,101.41103587195,127.902095900561,0.0,509.449082240913,-296.47562362279,253.247279419636,-549.7229030424257,-1035.163224931655
Bolivia,BOL,2019Q2,-137.737965923351,-341.843071894633,-235.032460255122,280.931378541965,-433.682119531142,-1.3478276744461,46.8542825473326,-1098.99700675552,0.0,334.799341287809,-534.161107680378,-99.1311604747906,-435.0299472055881,183.2535746735399
Bolivia,BOL,2019Q3,206.902747168979,-304.458611767551,-241.7212105537,263.834844978876,-75.4422301733954,1.8321723255539,108.846195449096,441.895304636203,0.0,-470.622546039103,-664.934519158297,-591.324461310455,-73.6100578478415,-744.9810393834448
Bolivia,BOL,2019Q4,-60.3231810928626,-423.900569042839,-154.104141935163,331.109288482789,-307.218603588075,1.4102016739504,7.83964192701391,89.5307828064437,0.0,-125.943650044649,-1270.50190612845,-964.693504214322,-305.8084019141246,-1241.868093036928
Bolivia,BOL,2020Q1,280.99288112041,-412.839547618324,-260.6275851823,272.04515884467,-120.429092835544,0.212649893100097,273.062311447152,-233.296317086242,0.0,178.876332251656,-285.104736326026,-164.888293383582,-120.2164429424439,-503.6950057928508
Bolivia,BOL,2020Q2,34.193750597701,-208.139065652516,53.5797984229661,171.218273142932,50.8527565110834,2.033,139.592839875594,81.3445281291166,0.0,-302.102275485288,-119.787959783883,-172.673716294967,52.8857565110834,-366.0886847113917
Bolivia,BOL,2020Q3,54.3009135957307,-281.499370846255,-151.874437337446,266.888747638678,-112.184146949292,8.71237942195852,244.489077148874,-265.867415918379,0.0,23.5271056752085,-140.410845895182,-36.9390783678488,-103.47176752733348,-143.4669300695058
Bolivia,BOL,2020Q4,309.747607635355,-401.502101409274,-58.016442909529,315.615672851768,165.84473616832,0.984920304040848,361.214188515112,-194.958561001869,0.0,474.331796935483,-426.429833732435,-593.259490204796,166.82965647236085,-1067.942854579731
Bolivia,BOL,2021Q1,609.863286040997,-321.241931342287,-320.984130324845,287.236341657804,254.873566031669,0.367838572886298,-136.357146755296,-65.3811698288372,1.39971881,424.555200782327,-201.846148884751,-457.087553489306,255.24140460455527,-78.3741884154636
Bolivia,BOL,2021Q2,818.314520327445,-347.73079165039,-241.8615944112,302.252003007433,530.974137273287,1.03182656488,-87.2768543474439,58.2309556320763,31.693132099023,151.304766632562,150.77174246043,-381.234221377737,532.0059638381671,-3.166103528247089
Bolivia,BOL,2021Q3,887.135078018816,-361.953065028272,-255.422962073907,285.721803597495,555.480854514132,1.02532522678478,-97.9283683007379,31.3238373947525,-31.3957040981128,-338.425287939072,-174.125677877145,-730.631857618062,556.5061797409168,263.0601788225439
Bolivia,BOL,2021Q4,614.315414430068,-491.222635669472,-210.794990565917,327.234671077327,239.532459272006,1.01769413326582,-170.684325592606,-3.48788335350504,2.73729298102094,-2.16231844064233,-360.241551621607,-600.791705026879,240.55015340527183,-186.6405345962568
Bolivia,BOL,2022Q1,1132.81922467664,-446.523691519137,-291.414243303919,300.935101771533,695.816391625114,1.00398016822366,-94.5591233663211,-19.3438276708129,-1.37139455756039,226.349185371085,-169.090613022896,-865.910984816233,696.8203717933376,-280.1604258393095
Bolivia,BOL,2022Q2,1304.57501751658,-423.925192775202,-278.20685778581,300.877930518962,903.320897474534,0.985747547948739,77.9569758120402,-75.4531843767682,5.10716299,165.208121554676,304.376469176149,-599.930175846333,904.3066450224828,131.5693245713216
Bolivia,BOL,2022Q3,487.579191576544,-468.479235647388,-428.149773165838,284.356144386449,-124.693672850232,0.965238329775811,-108.315629425058,-57.9335723835161,-6.59366920201149,-470.342424269735,-1018.72012123543,-894.991686714976,-123.72843452045619,-375.4754832820828
Bolivia,BOL,2022Q4,-111.977012909698,-471.305806785816,-265.973636023366,313.897028083708,-535.359427635173,0.980715705252243,37.8864643242653,-51.0069573257183,-1.60171172844827,-42.8453842408961,-397.007344089576,137.371367840344,-534.3787119299208,-339.3097815885037
Bolivia,BOL,2023Q1,64.533368926805,-379.519166117859,-282.999216331933,326.087380233258,-271.89763328973,0.996575953983917,51.4566970030082,-282.366889719524,-1.85322510508822,-78.2740918143165,-1168.39382516566,-897.492767829919,-270.9010573357461,-860.4461922837744
Bolivia,BOL,2023Q2,391.20619566619,-345.464264146077,-183.879450838038,240.281060264267,102.143540946342,1.00314816279498,118.101788615327,130.633063130857,-1.23761963,-265.866231534035,-432.70296412558,-535.849653234716,103.14668910913699,-406.7020456075269
Bolivia,BOL,2023Q3,103.573527292445,-293.217621902634,-321.800430071369,279.190878661715,-232.253646019842,1.00976162787954,-6.47991431987035,68.5358970987363,-0.510401690000005,20.6297531726551,-688.780197256595,-457.536312864632,-231.24388439196247,-770.9706845983482
Bolivia,BOL,2023Q4,-297.851041340969,-326.635853770318,-455.080101705799,331.937485881595,-747.629510935491,1.01641660250818,-146.677721163504,-162.393346849973,-0.516874079999994,-562.461589580364,-1230.82048736626,-484.207393033281,-746.6130943329828,-358.7953923639845
Bolivia,BOL,2024Q1,-326.774936545551,-235.556135336901,-296.38796877471,283.969082800449,-574.749957856712,1.02311334148989,-25.7335023869369,-283.754439623576,-0.531124642968314,-526.852344605537,-1208.09087024753,-634.364025732306,-573.7268445152221,-371.2235937115329
Bolivia,BOL,2024Q2,317.056079017603,-282.728618405048,-219.321541620118,258.9741985087,73.9801175011362,1.02985210118133,50.8408034207494,-18.2786215276457,-0.54685099756768,-166.81416449084,-299.957694699729,-374.967664302047,75.00996960231754,-165.1676312257243
Bolivia,BOL,2024Q3,122.946942899853,-272.324422341017,-314.250342772283,288.290116041286,-175.337706172161,1.0366331394962,-61.1896136058063,4.62957557027536,-0.56329992180836,104.351449767851,-326.944433929141,-152.643360896476,-174.30107303266482,-374.0787147831857
Brazil,BRA,1990Q1,1909.0,-645.0,-4124.0,138.0,-2722.0,0.0,75.0,-7.0,0.0,-833.0,-3070.0,-348.0,-2722.0,-6871.770586624982
Brazil,BRA,1990Q2,4032.0,-961.0,-1479.0,119.0,1711.0,0.0,-101.0,-54.0,0.0,-1142.0,1661.0,-50.0,1711.0,2482.691773886195
Brazil,BRA,1990Q3,3260.0,-1094.0,-2841.0,211.0,-464.0,0.0,-154.0,-213.0,0.0,-20.0,-431.0,33.0,-464.0,-2268.712368903632
Brazil,BRA,1990Q4,1546.0,-1061.0,-3164.0,331.0,-2348.0,0.0,-144.0,-238.0,0.0,-1758.0,-2275.0,73.0,-2348.0,-2867.627898356647
Brazil,BRA,1991Q1,3481.0,-863.0,-2886.0,296.0,28.0,0.0,-331.0,-520.0,0.0,1924.0,-31.0,-59.0,28.0,-3181.02243487184
Brazil,BRA,1991Q2,3711.0,-1016.0,-2101.0,381.0,975.0,0.0,-100.0,-660.0,0.0,712.0,1722.0,747.0,975.0,766.794909633331
Brazil,BRA,1991Q3,1822.0,-1075.0,-2612.0,369.0,-1496.0,0.0,196.0,-1132.0,0.0,2429.0,-907.0,589.0,-1496.0,-3239.660990980981
Brazil,BRA,1991Q4,1564.0,-937.0,-2052.0,468.0,-957.0,0.0,146.0,-1496.0,0.0,-1331.0,-1316.0,-359.0,-957.0,230.176390754615
Brazil,BRA,1992Q1,3215.0,-459.0,-2384.0,871.0,1243.0,0.0,-846.0,-2314.0,0.0,-3079.0,1551.0,308.0,1243.0,5683.407567252129
Brazil,BRA,1992Q2,3826.0,-790.0,-1222.0,619.0,2433.0,0.0,-331.0,-3171.0,0.0,718.0,1819.0,-614.0,2433.0,4307.466590647794
Brazil,BRA,1992Q3,4259.0,-1040.0,-3120.0,348.0,447.0,0.0,-328.0,-878.0,0.0,578.0,-281.0,-728.0,447.0,-1745.289724153627
Brazil,BRA,1992Q4,3939.0,-1053.0,-1271.0,351.0,1966.0,0.0,-419.0,-8103.0,0.0,8260.0,1668.0,-298.0,1966.0,2393.422896554039
Brazil,BRA,1993Q1,4133.0,-998.0,-3545.0,323.0,-87.0,0.0,-130.0,-804.0,0.0,2264.0,-113.0,-26.0,-87.0,-2003.290836758
Brazil,BRA,1993Q2,3409.0,-1502.0,-1976.0,360.0,291.0,0.0,-185.0,-3029.0,0.0,1526.0,387.0,96.0,291.0,1724.756826502355
Brazil,BRA,1993Q3,3395.0,-1808.0,-1872.0,401.0,116.0,0.0,-271.0,-2659.0,0.0,-299.0,-824.0,-940.0,116.0,1703.487199717275
Brazil,BRA,1993Q4,3386.0,-1276.0,-2929.0,519.0,-300.0,0.0,-215.0,-5830.0,0.0,200.0,-173.0,127.0,-300.0,5465.263509027302
Brazil,BRA,1994Q1,2951.0,-969.0,-2032.0,598.0,548.0,0.0,-562.0,-4240.0,0.0,-469.0,1537.0,989.0,548.0,5975.944946800581
Brazil,BRA,1994Q2,4260.0,-1184.0,-2222.0,572.0,1426.0,0.0,-474.0,-42641.0,0.0,39774.0,1224.0,-202.0,1426.0,4774.675457853269
Brazil,BRA,1994Q3,4359.0,-1253.0,-1628.0,673.0,2151.0,0.0,-374.0,-1803.0,0.0,2962.0,1290.0,-861.0,2151.0,487.4087139625892
Brazil,BRA,1994Q4,-709.0,-1940.0,-3209.0,580.0,-5278.0,0.0,-625.0,-2451.0,0.0,2262.0,-5477.0,-199.0,-5278.0,-4639.821146381504
Brazil,BRA,1995Q1,-2334.0,-1521.0,-2613.0,806.0,-5662.0,0.0,-345.0,3510.0,0.0,-3647.0,-5542.0,120.0,-5662.0,-5059.635852523212
Brazil,BRA,1995Q2,-1933.0,-1682.0,-3855.0,1099.0,-6371.0,0.0,-835.0,-3443.0,0.0,-1346.0,-6082.0,289.0,-6371.0,-444.8151062717906
Brazil,BRA,1995Q3,812.0,-2007.0,-1695.0,911.0,-1979.0,0.0,-882.0,-7413.0,0.0,-8251.0,-1008.0,971.0,-1979.0,15561.84137792165
Brazil,BRA,1995Q4,298.0,-2285.0,-2942.0,805.0,-4124.0,0.0,-1413.0,-2399.0,0.0,-2795.0,-3708.0,416.0,-4124.0,2911.308501463948
Brazil,BRA,1996Q1,-465.0,-1417.0,-2343.0,774.0,-3451.0,6.0,-3199.0,-3690.0,0.0,-1653.0,-4555.0,-1110.0,-3445.0,4296.446162264995
Brazil,BRA,1996Q2,138.0,-1900.0,-3027.0,635.0,-4154.0,1.0,-3657.0,-5111.0,0.0,726.0,-3826.0,327.0,-4153.0,4227.985128279875
Brazil,BRA,1996Q3,-1280.0,-2399.0,-2596.0,536.0,-5739.0,25.0,-1228.0,-3543.0,0.0,382.0,-5498.0,216.0,-5714.0,-1085.979927324348
Brazil,BRA,1996Q4,-3948.0,-2241.0,-4211.0,496.0,-9904.0,7.0,-3583.0,-8488.0,0.0,-98.0,-10937.0,-1040.0,-9897.0,1243.967998512097
Brazil,BRA,1997Q1,-1066.160062,-2237.6670588855,-2189.717375025,498.844576995137,-4994.69991891537,2.75939714,-2896.89579506147,-4390.277,28.348,2332.88935915647,-5836.21977816882,-844.279256393453,-4991.94052177537,-888.3570133943138
Brazil,BRA,1997Q2,-1602.1579,-2893.32448244812,-4194.487359325,454.243747224743,-8235.72599454837,30.05463115,-4374.77900455681,-5827.665,47.907,2235.30090677204,-9155.77726614755,-950.10590274918,-8205.671363398369,-1236.381052254968
Brazil,BRA,1997Q3,-1937.500405,-3221.19954788172,-2914.87401173,413.70467188229,-7659.86929272944,28.43388252,-4565.10031319595,-6194.231,33.492,353.696651247232,-5934.63407994887,1696.80133026056,-7631.435410209439,4448.204198744581
Brazil,BRA,1997Q4,-3144.81516,-3277.77008236094,-5276.599976155,456.117610417214,-11243.0676080987,22.73510225,-6040.59519783257,3796.602,142.876,722.668509087661,-11576.2908870546,-355.958381205923,-11220.332505848699,-10197.8488239175
Brazil,BRA,1998Q1,-2101.603792,-2415.15151392393,-2319.13456833,360.1180444,-6475.77182985393,8.73010725,-3780.4639693,-12483.138,44.493,-7087.86739259262,-6855.63903122199,-388.59730861806,-6467.04172260393,16461.82204715149
Brazil,BRA,1998Q2,-245.715614000001,-2491.45948382296,-5323.692147975,329.6126048,-7731.25464099796,26.5308339,-6003.09485102,-9332.543,66.433,2129.68440710378,-10856.780183625,-3152.05637652708,-7704.72380709796,2282.664034884536
Brazil,BRA,1998Q3,-2080.786439,-3133.05002677602,-4234.95518319,368.0929594,-9080.69868956602,4.62313724,-8335.627753,7381.618,339.026,17505.3028938974,-8358.81358468374,717.261967642276,-9076.07555232602,-25244.14585716851
Brazil,BRA,1998Q4,-3199.463514,-2943.51564921978,-5962.346072805,400.1701215,-11705.1551145248,10.54242189,-7882.4103431,-3690.91,9.89299999999999,2247.41368679033,-10771.1659098491,923.446782785639,-11694.612692634799,-6280.344396112726
Brazil,BRA,1999Q1,-1079.1546,-1360.70043635305,-3881.294806805,479.447,-5841.70284315805,5.82401484,-7026.324,7473.914,100.781,4749.96576013281,-5196.78027621533,639.098552102712,-5835.87882831805,-10484.27291597506
Brazil,BRA,1999Q2,-86.8306999999995,-2027.19175315027,-5795.96854972,415.151,-7494.84000287027,35.5414921,-5287.227,-6277.02,24.355,-4002.13613536265,-7962.01484060118,-502.716329830919,-7459.29851077027,2667.759776920314
Brazil,BRA,1999Q3,-291.595483,-2191.4610826985,-3192.729111755,400.159,-5275.6266774535,2.73517137,-8754.272,-358.705,-58.045,3330.7402243236,-4609.80313350418,663.088372579324,-5272.8915060835,1254.087265058089
Brazil,BRA,1999Q4,-604.680263,-2350.32091310854,-5611.111763205,394.64,-8171.47293931354,16.57624839,-5820.19461499023,-4639.747,21.039,9786.84071478911,-6789.47679659023,1365.41989433331,-8154.8966909235405,-5280.656365698653
Brazil,BRA,2000Q1,-203.375870000002,-1717.94999981355,-2832.513118055,348.394,-4405.44498786855,3.13927926,-6643.619,-3209.23924,39.07224,1628.85807154908,-5037.4009240507,-635.095215442142,-4402.30570860855,3149.259926295659
Brazil,BRA,2000Q2,565.550700000002,-2168.86855179753,-6269.04689841,386.853,-7485.51175020753,33.23327065,-6034.389,-1135.29922,-6.10678,12552.4151516594,-5540.7744639191,1911.50401563843,-7452.27847955753,-4122.051508078593
Brazil,BRA,2000Q3,-309.253229,-2075.92237497134,-2933.36915801,361.893,-4956.65176198134,57.03711545,-8235.778,-2138.51338,108.01038,3061.86517675349,-3196.83931000808,1702.77533652326,-4899.61464653134,4007.308342215047
Brazil,BRA,2000Q4,-1841.699123,-2819.09016148182,-5446.376014285,423.925,-9683.24029876682,33.40925108,-9583.86669975,-472.005176308593,56.41129203125,1849.41576110764,-6649.4080757176,3000.42297196922,-9649.83104768682,1500.256670664451
Brazil,BRA,2001Q1,-947.576967999998,-2132.98027524997,-4426.50124400534,389.419,-7117.6394872553,11.86990569,-4617.46555497186,-2483.97818,110.43318,-655.813762141212,-5855.01170675035,1250.75787481495,-7105.7695815653,1791.874756391276
Brazil,BRA,2001Q2,326.630791,-2460.66660396386,-5370.25375244285,389.467,-7114.8225654067,64.39078105,-7465.46052817806,716.32618,189.76382,-3078.55662077658,-6503.30966839767,547.122115959034,-7050.4317843567,1132.372783145652
Brazil,BRA,2001Q3,1080.218035,-2192.26386126941,-3748.93967626998,405.805,-4455.18050253939,15.76959465,-5068.02170045773,-1678.13448,40.83548,-760.176139072663,-5481.99386452157,-1042.58295663218,-4439.41090788939,-2745.639808494176
Brazil,BRA,2001Q4,1077.379179,-1971.17381182297,-5761.47299179471,452.833,-6202.43462461768,13.65432373,-7563.99158864334,3368.79272,129.98828,2498.71912941689,-5169.82404070637,1018.95626018131,-6188.78030088768,-3596.100340803811
Brazil,BRA,2002Q1,791.382562999999,-1372.17870459047,-3427.96745671656,366.143,-3642.62059830703,8.90652749,-4192.3260729662,-2447.3041,275.1871,1835.18848341628,-3392.85594110734,240.858129709694,-3633.71407081703,1221.233988371172
Brazil,BRA,2002Q2,1235.006433,-1787.20701267062,-5598.6638415403,557.208,-5593.65642121092,37.18450662,-4415.5392102724,1542.8346228125,92.62276,-6455.85094136878,-5003.9242945281,552.547620062819,-5556.471914590919,-1539.122712542819
Brazil,BRA,2002Q3,5017.299881,-1551.70355904226,-3624.7086523065,698.584,539.471669651241,21.53932737,-1784.52395232421,3778.2061,-52.1141,2800.99578437152,1482.26856671124,921.257569690004,561.010997021241,-6187.433952614423
Brazil,BRA,2002Q4,4960.107699,-1371.52985100413,-5066.69575518111,767.88,-710.237907185245,11.64838064,-3715.70695755124,2244.8296,40.5014,3257.56470284419,21.164112716591,719.753639261836,-698.589526545245,-4760.775056195263
Brazil,BRA,2003Q1,3519.360603,-1007.87153750896,-3383.17314459859,615.791,-255.893079107557,3.14385527,-1281.19469941449,-999.14262,18.74362,-1721.88366906959,2.33770046041479,255.086924297972,-252.74922383755703,39.653777238445
Brazil,BRA,2003Q2,6312.983921,-1794.15688942456,-5203.40808965723,611.486,-73.0950580817953,30.44383223,-1562.8915379536,-2901.8968,52.2278,-298.822023229157,272.011634377548,314.662860229343,-42.6512258517953,642.236092723513
Brazil,BRA,2003Q3,7108.44191,-1740.5136286252,-3430.82299759671,878.866,2815.97128377809,23.95443717,-3399.43130388369,252.47112,108.93788,2372.53949784833,3519.35072696466,679.425006016574,2839.9257209480897,1250.119342320204
Brazil,BRA,2003Q4,6635.511868,-1572.13764082532,-6117.63035534212,760.446,-293.810128167443,25.30283018,-3650.70712973831,-1658.95644,-28.91256,10564.264935245,567.296501805802,835.803799793244,-268.507297987443,1654.220470258076
Brazil,BRA,2004Q1,5867.414384,-1011.40214485519,-4490.24956378514,738.479,1104.24167535967,22.95348288,-2402.34584456024,-2385.11706,-50.59694,3812.41234073736,1600.41308970509,473.217931465419,1127.1951582396698,3975.334884074646
Brazil,BRA,2004Q2,8505.214871,-1608.13079023443,-5667.2306533966,845.388735217373,2075.24216258634,36.43926285,-820.817877519286,6085.85806,290.66494,-1912.10338921327,2363.61030144076,251.928876004425,2111.68142543634,61.055282157886
Brazil,BRA,2004Q3,9683.718527,-1849.42786198531,-4079.01220525,772.062,4527.34045976469,-324.55046199,-205.717178602793,526.90018,294.38482,4765.32960083733,4624.64482403954,421.854826264858,4202.78999777469,-51.5806449933974
Brazil,BRA,2004Q4,8227.61896,-1985.49498785962,-5870.05390560811,880.419,1252.48906653227,52.06156917,-4910.01555907103,522.49218,142.96382,5154.96657275148,2564.62028476809,1260.06964906583,1304.55063570227,2614.306059121606
Brazil,BRA,2005Q1,8101.78020199999,-1590.26460993036,-5204.92545300543,838.401431248039,2144.99157031224,31.49617114,-2545.85372247474,-5816.89364,-91.67636,1153.56021255632,3092.93699090311,916.449249450863,2176.4877414522402,11555.18004984921
Brazil,BRA,2005Q2,11084.181406,-2808.39631429512,-7152.07327558965,845.002,1968.71381611524,129.15296342,-4186.42033133673,1315.75202,-97.86302,6710.87878104382,2980.10484798178,882.238068446542,2097.86677953524,918.2777380840248
Brazil,BRA,2005Q3,12687.017723,-2672.8899090092,-5882.83753995624,915.58,5046.87027403457,82.95544849,-2539.40957228077,153.360586250001,28.19982,10967.3173423835,6100.46355121653,970.637828691959,5129.82572252457,2451.612278587485
Brazil,BRA,2005Q4,11848.616659,-2975.8159403538,-7312.78643699064,958.785,2518.79928165556,-56.56009127,-3277.90710888676,-536.7553,201.2943,9447.26670912149,3030.80919782624,568.570007440689,2462.23919038556,12640.74004344958
Brazil,BRA,2006Q1,9052.837939,-2249.51267962075,-6802.95905195261,942.914,943.280207426642,17.61880396,-855.29874293947,-6614.49989,-37.768,3677.51487255381,1955.06933511559,994.17032372895,960.8990113866421,5787.105875908132
Brazil,BRA,2006Q2,9801.585419,-2882.46884190619,-7554.57613031084,1093.55860124,458.099048022963,48.97294432,-2023.64963700473,7308.604211875,-8.38154000000001,-6739.60792911638,911.937661942022,404.865669599059,507.07199234296303,2374.944654224532
Brazil,BRA,2006Q3,14349.598073,-3412.29294817001,-5374.6273762,1175.000505,6737.67825362999,36.59411842,-1291.38121929,-3048.01,19.529,1590.33747401557,7577.20732316373,802.93495111374,6774.27237204999,10306.72197145281
Brazil,BRA,2006Q4,11973.682458,-3180.91559636708,-7252.68452453974,1094.86007828889,2634.94241538207,76.5405483,13550.6126462964,-6727.33,-14.183,-13925.9154625765,4985.47587997685,2273.99291629478,2711.48296368207,12102.25860618955
Brazil,BRA,2007Q1,8502.598086,-3401.76873391119,-6586.56870393754,960.70911372,-525.030238128737,21.87635191,-8501.76357170004,-9447.910953125,111.185,-6337.00531228984,-805.929954120908,-302.776067902172,-503.153886218737,23369.53953369949
Brazil,BRA,2007Q2,11466.00298,-4021.31894990605,-7219.2240307444,982.8158544,1208.27585374956,120.51548269,-15776.3314120497,-14679.7394400635,136.708,-5003.15216045439,2918.4047089298,1589.61337249024,1328.79133643956,38240.92670050275
Brazil,BRA,2007Q3,9942.696342,-4175.28245636828,-6846.41634547192,1014.82907635,-64.1733834901861,34.42527842,-7002.63012437998,-11634.9068541101,217.208,6936.36084853508,648.984366936334,678.73247200652,-29.7481050701861,12133.01360404093
Brazil,BRA,2007Q4,8587.000227,-4682.67331911283,-8347.70485723643,1070.6355217,-3372.74242764927,72.54367012,3762.48383486488,-12932.9042219488,245.16,-6895.09807731329,-2079.54988411274,1220.64887341654,-3300.19875752927,13740.76345141819
Brazil,BRA,2008Q1,2387.131487,-4318.65981362676,-11210.6475581512,986.86271922,-12155.313165558,18.61615481,-4346.07510186825,-6325.28489645527,195.088,-11698.5571360823,-13957.9672365592,-1821.27022581129,-12136.697010748,8216.906672475781
Brazil,BRA,2008Q2,8119.33972900001,-5931.48259677551,-11201.3101938129,899.44676775,-8114.00629383843,44.52733424,-3785.08812294638,-7760.48170360792,185.159,-5704.21640679023,-6043.42034083323,2026.0586187652,-8069.47895959843,11021.18256609906
Brazil,BRA,2008Q3,7999.87238800001,-6292.74378329797,-11329.0858475769,984.89998373,-8637.05725914487,60.10777284,-7316.76534423787,-4705.48819049348,21.206,-1490.41473319023,-8770.71965833458,-193.770172029715,-8576.949486304871,4720.943884955385
Brazil,BRA,2008Q4,5000.60885499999,-4983.98175343187,-8064.63499586977,1352.657,-6695.35089430165,28.84536489,-9153.16170456,15838.0524403192,-89.101,19026.1460172244,4632.19642108875,11298.7019505004,-6666.50552941165,-20989.72675579002
Brazil,BRA,2009Q1,2910.26321899999,-3700.51082042461,-6483.90427659861,862.0502,-6412.10167802323,26.36160609,-5734.8187,2231.85334991139,-203.8804,183.78140040461,-4704.875449684,1680.86462224923,-6385.74007193323,-1181.671076250838
Brazil,BRA,2009Q2,10878.10602,-6062.1185272706,-8648.17979733335,801.9832,-3030.20910460395,76.44157208,-8728.7551,-4417.36135103335,-8.4035,-1399.55516596941,-1955.08721700276,998.680315521191,-2953.76753252395,12598.01124898979
Brazil,BRA,2009Q3,7097.8522,-6056.38921056084,-8545.65783491751,923.7266,-6580.46824547835,29.4111229,-8376.9811,-21073.1328895675,42.9868,8608.73990697084,-3100.89438259667,3450.16273998168,-6551.05712257835,18327.07412788044
Brazil,BRA,2009Q4,3904.093921,-6654.64763545608,-11304.8525510539,749.7522,-13305.65406551,105.00300298,-13192.2509,-28880.9921609589,13.0651,10830.3259071411,-13693.5339538178,-492.88289128785,-13200.65106253,17834.29638888953
Brazil,BRA,2010Q1,480.624633645002,-7462.83794945,-16862.12686667,767.33236523,-23077.007817245,77.79280075,-6162.62899324,-9515.31100376,25.53895778,-13111.237326125,-22603.622916025,395.592100469989,-22999.215016495,6141.534831733056
Brazil,BRA,2010Q2,6531.72133907499,-9284.97995694,-17412.23051077,793.93342397,-19371.555704665,33.79209029,-6335.31069051,-14781.78980594,-8.52838768999999,-6493.983741255,-17113.234708565,2224.52890581002,-19337.763614375,10500.47057099588
Brazil,BRA,2010Q3,4409.53550541,-10585.38792472,-18427.9686384,672.37377846,-23931.44727925,118.29375387,-19885.69755255,-21436.52221432,18.80408209,2146.08562096,-21326.73340336,2486.42012202,-23813.15352538,17831.14417789644
Brazil,BRA,2010Q4,6936.05590792,-10393.63851077,-17542.51659722,662.33191698,-20337.76728309,12.17484517,-23243.2846363,-21179.34345592,76.33352987,12726.40406039,-17016.3769419,3309.21549602001,-20325.59243792,14606.82736259564
Brazil,BRA,2011Q1,2532.34163714,-9289.66753015,-16368.65158944,890.51650822,-22235.46097423,74.47419186,-23842.06254524,-15850.51591085,74.8835542,-12430.54633114,-24399.49462419,-2238.50784181999,-22160.98678237,27650.17428580004
Brazil,BRA,2011Q2,9215.653903465,-11934.47143707,-16987.86609247,684.80611927,-19021.877506805,31.65542912,-19836.93034824,-12192.50269553,-65.76432788,-2607.023916935,-19441.084174985,-450.862097299999,-18990.222077685,15255.9813565003
Brazil,BRA,2011Q3,9577.946610655,-11755.36621631,-19138.77027841,711.91681424,-20604.273069825,111.87862799,-23697.12263325,-8397.12073255,17.52220996,-4439.104776295,-22836.199587465,-2343.80514563001,-20492.394441835,13680.01525955982
